gene,N,intercept,slope,min x,max x,R2,
SLC3A2,25,60438.74040559048,-16434.310389060964,0.197690897,1.69637999,0.0632617387615,
PGAP2,24,34537.052849805914,7929.9215232088445,0.083949211,0.659759848,0.00239501341736,
ALCAM,23,6085.5820954456085,101.95485467075119,0.155018126,1.5177096959999998,8.57440759002e-05,
UBC,25,5499800.973655267,-484204.16262431536,0.38317906799999996,2.673533117,0.00998784435814,
TFG,24,19181.85223681408,-6735.517033938528,0.065578571,0.666098409,0.0109505025427,
PILRA,23,19242.991145891767,3185.4835488691924,0.043723225,0.993204214,0.00581283766249,
PSME1,25,191885.95115811235,-6119.313065004124,0.247377839,1.5536089419999999,0.00023641454823,
DAB2,22,4951.7566013542355,15417.541707691871,0.046202227,1.480660904,0.365566450951,
AK142678,23,35832.46664659797,-58295.27835041726,0.038613278,0.602507236,0.0536319973378,
PNRC1,21,17259.92253790997,-8558.302998258901,0.11084307199999999,0.714461804,0.0522518164633,
SKIL,21,8075.229695500475,1990.6558327641242,0.174898104,2.129393631,0.0477084097948,
SAT1,20,1927157.8092947595,-679351.8142707471,0.486630175,2.509695383,0.384591795427,
BCL2A1B,24,2228817.882541386,-92028.34866486615,0.519759044,8.267375019,0.0386188935802,
GNA13,25,17439.588609559774,-3890.3389726338414,0.186076094,1.2740246579999999,0.0290516207882,
NRP2,26,11301.062259071408,-1918.004779922898,0.107014206,1.091655015,0.00801443732128,
NAMPT,25,129062.31627960513,-35988.75975581126,0.11995218199999999,2.589600089,0.0509064595496,
ISG15,24,14566.27288780895,17789.729969057662,0.020100353999999997,1.610971568,0.118586835359,
FAM102B,25,2986.93523250762,11194.071325036452,0.01253043,1.2711528909999998,0.250789770462,
BCL2A1C,26,9819.878637586182,8587.083971039647,0.143666593,1.83907874,0.171889146103,
BIRC6,25,46210.091720133256,-35150.96353530412,0.11587575300000001,0.9701655920000001,0.1009950107,
RGS1,22,651995.0716219762,93100.69388041258,0.12656345300000002,1.6117549430000002,0.0160017668404,
