gene,N,intercept,slope,min x,max x,R2,
AI607873,24,0.0634177809938,0.0016400673269321478,14.16483496,296.8929208,0.674402426163,
PMP22,27,0.0956583195435,0.0011296877740099307,24.61804512,347.6847018,0.573332197213,
CD47,25,0.518195105012,0.0014025784476946086,73.41475007,387.1633643,0.146786702823,
ZBP1,25,0.0297819143082,0.0022872761556616754,0.35129715,215.1624119,0.812240304675,
PHF11,27,0.0367250838082,0.0021975490440277064,0.030980792,172.103085,0.809690569135,
TOR3A,27,0.0536120121234,0.005247471752684818,4.781655259,143.0419697,0.844971144806,
IFI35,25,0.001258209204,0.003980959618263208,5.834738748,196.0316418,0.872986530778,
LCP2,26,0.105663355106,0.00401812410117516,11.37193563,133.1523026,0.500690936829,
SBDS,26,0.18577072434,0.0023288191322127175,42.67231245,385.1355121,0.61883438439,
IFITM3,25,0.0436105339959,0.0006870044638722185,11.92920765,1889.942744,0.815602630078,
DTX3L,26,0.0627253118397,0.00972253469404135,3.862939129,120.2469435,0.686593462376,
IL6,27,0.0483639252942,0.0005433991075385503,0.002664906,1803.587164,0.827637484265,
FPR1,24,0.0147065814683,0.0012372283569196155,0.054223794,175.3855833,0.783909324748,
AY096003,27,0.0895618069356,0.0017796609351377766,8.633665531,350.4414189,0.656374770579,
SAA3,27,0.0492515982706,0.00013478145365386092,1.448067041,523.3125565,0.26610778295,
FOS,24,0.0598709438304,0.0010335571810911966,1.160662661,108.9820412,0.341290391769,
ZUFSP,26,0.0397570432397,0.0037123042846331604,2.897156583,153.5986378,0.729322940464,
EPSTI1,24,0.11913354464,0.0009577113572692399,2.726150363,110.6142397,0.0823042656501,
PDZK1IP1,25,0.0606094737718,0.0015249846345727121,15.75611817,161.405209,0.459229640896,
MCA32,26,0.0943480040809,0.0009745028156574959,8.46111179,227.0410984,0.409589729391,
NFKBIA,28,0.338956817651,0.0010695536167251657,28.1730164,1871.967637,0.689996410016,
H2-T10,25,0.0770913280752,0.0018519129828277147,20.49544189,291.7956372,0.586951977696,
IFNB1,16,0.0213615916805,0.000561957412759846,0.599269648,108.7170898,0.282055674863,
